Year,Country_of_Origin_ISO,Country_of_Origin,Country_of_Asylum,Country_of_Asylum_ISO,Country_of_Resettlement_ISO,Country_of_Resettlement,Total_departures_persons
2012,IRQ,"Iraq",SYR,"Syrian Arab Rep.",AUS,"Australia",677
2012,SYR,"Syrian Arab Rep.",JOR,"Jordan",USA,"United States of America",5
2012,SYR,"Syrian Arab Rep.",YEM,"Yemen",FIN,"Finland",1
2012,IRQ,"Iraq",YEM,"Yemen",FIN,"Finland",5
2012,IRQ,"Iraq",TUN,"Tunisia",DEU,"Germany",27
2012,IRQ,"Iraq",SYR,"Syrian Arab Rep.",NZL,"New Zealand",78
2012,IRQ,"Iraq",LBN,"Lebanon",USA,"United States of America",2346
2012,SYR,"Syrian Arab Rep.",LBN,"Lebanon",CHE,"Switzerland",36
2012,IRQ,"Iraq",SYR,"Syrian Arab Rep.",GBR,"United Kingdom of Great Britain and Northern Ireland",40
2012,IRQ,"Iraq",SYR,"Syrian Arab Rep.",FIN,"Finland",36
2012,IRQ,"Iraq",JOR,"Jordan",SWE,"Sweden",1
2012,SYR,"Syrian Arab Rep.",JOR,"Jordan",CAN,"Canada",1
2012,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",USA,"United States of America",6
2012,IRQ,"Iraq",LBN,"Lebanon",FRA,"France",3
2012,IRQ,"Iraq",JOR,"Jordan",AUS,"Australia",58
2012,IRQ,"Iraq",YEM,"Yemen",USA,"United States of America",30
2012,SYR,"Syrian Arab Rep.",LBN,"Lebanon",SWE,"Sweden",3
2012,IRQ,"Iraq",JOR,"Jordan",USA,"United States of America",3037
2013,SYR,"Syrian Arab Rep.",LBN,"Lebanon",SWE,"Sweden",155
2013,SYR,"Syrian Arab Rep.",JOR,"Jordan",AUS,"Australia",1
2013,IRQ,"Iraq",JOR,"Jordan",USA,"United States of America",2529
2013,IRQ,"Iraq",SYR,"Syrian Arab Rep.",CHE,"Switzerland",57
2013,IRQ,"Iraq",TUN,"Tunisia",USA,"United States of America",72
2013,IRQ,"Iraq",JOR,"Jordan",NZL,"New Zealand",8
2013,SYR,"Syrian Arab Rep.",LBN,"Lebanon",DNK,"Denmark",1
2013,IRQ,"Iraq",JOR,"Jordan",FIN,"Finland",3
2013,IRQ,"Iraq",EGY,"Egypt",USA,"United States of America",147
2013,IRQ,"Iraq",SYR,"Syrian Arab Rep.",USA,"United States of America",1709
2013,SYR,"Syrian Arab Rep.",LBN,"Lebanon",USA,"United States of America",17
2013,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",CAN,"Canada",1
2013,IRQ,"Iraq",KWT,"Kuwait",USA,"United States of America",41
2013,IRQ,"Iraq",SYR,"Syrian Arab Rep.",NLD,"Netherlands",7
2013,IRQ,"Iraq",ARE,"United Arab Emirates",GBR,"United Kingdom of Great Britain and Northern Ireland",1
2013,SYR,"Syrian Arab Rep.",LBN,"Lebanon",CAN,"Canada",1
2013,IRQ,"Iraq",JOR,"Jordan",GBR,"United Kingdom of Great Britain and Northern Ireland",32
2013,IRQ,"Iraq",SYR,"Syrian Arab Rep.",CAN,"Canada",231
2013,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NOR,"Norway",2
2013,IRQ,"Iraq",LBN,"Lebanon",CAN,"Canada",229
2013,IRQ,"Iraq",JOR,"Jordan",NLD,"Netherlands",22
2013,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NLD,"Netherlands",3
2013,SYR,"Syrian Arab Rep.",JOR,"Jordan",SWE,"Sweden",172
2013,IRQ,"Iraq",ARE,"United Arab Emirates",CAN,"Canada",6
2013,IRQ,"Iraq",BHR,"Bahrain",USA,"United States of America",27
2013,IRQ,"Iraq",LBN,"Lebanon",SWE,"Sweden",3
2013,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",AUS,"Australia",1
2013,SYR,"Syrian Arab Rep.",TUN,"Tunisia",USA,"United States of America",2
2013,IRQ,"Iraq",LBN,"Lebanon",NLD,"Netherlands",1
2013,SYR,"Syrian Arab Rep.",IRQ,"Iraq",SWE,"Sweden",2
2013,IRQ,"Iraq",LBN,"Lebanon",NZL,"New Zealand",4
2013,SYR,"Syrian Arab Rep.",LBN,"Lebanon",DEU,"Germany",802
2013,IRQ,"Iraq",SAU,"Saudi Arabia",USA,"United States of America",12
2013,IRQ,"Iraq",ARE,"United Arab Emirates",USA,"United States of America",201
2013,IRQ,"Iraq",LBN,"Lebanon",AUS,"Australia",384
2013,IRQ,"Iraq",JOR,"Jordan",CAN,"Canada",131
2013,IRQ,"Iraq",EGY,"Egypt",CAN,"Canada",22
2013,IRQ,"Iraq",SYR,"Syrian Arab Rep.",AUS,"Australia",1733
2013,SYR,"Syrian Arab Rep.",JOR,"Jordan",USA,"United States of America",2
2013,IRQ,"Iraq",OMN,"Oman",USA,"United States of America",4
2013,IRQ,"Iraq",SYR,"Syrian Arab Rep.",NZL,"New Zealand",57
2013,IRQ,"Iraq",LBN,"Lebanon",USA,"United States of America",1609
2013,SYR,"Syrian Arab Rep.",LBN,"Lebanon",CHE,"Switzerland",2
2013,SYR,"Syrian Arab Rep.",SAU,"Saudi Arabia",NLD,"Netherlands",4
2013,SYR,"Syrian Arab Rep.",JOR,"Jordan",NLD,"Netherlands",7
2013,IRQ,"Iraq",SYR,"Syrian Arab Rep.",FIN,"Finland",2
2013,SYR,"Syrian Arab Rep.",JOR,"Jordan",CAN,"Canada",2
2013,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",USA,"United States of America",5
2013,IRQ,"Iraq",JOR,"Jordan",AUS,"Australia",275
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",FIN,"Finland",14
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",GBR,"United Kingdom of Great Britain and Northern Ireland",45
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",CAN,"Canada",147
2014,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",USA,"United States of America",2
2014,IRQ,"Iraq",JOR,"Jordan",AUS,"Australia",14
2014,SYR,"Syrian Arab Rep.",ARE,"United Arab Emirates",CAN,"Canada",4
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",SWE,"Sweden",118
2014,SYR,"Syrian Arab Rep.",ARE,"United Arab Emirates",SWE,"Sweden",1
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",AUS,"Australia",83
2014,IRQ,"Iraq",JOR,"Jordan",USA,"United States of America",1388
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",ESP,"Spain",30
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",CHE,"Switzerland",23
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",NOR,"Norway",2
2014,SYR,"Syrian Arab Rep.",EGY,"Egypt",FRA,"France",12
2014,IRQ,"Iraq",TUN,"Tunisia",USA,"United States of America",19
2014,IRQ,"Iraq",ARE,"United Arab Emirates",DNK,"Denmark",1
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",DNK,"Denmark",7
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",ISL,"Iceland",1
2014,IRQ,"Iraq",EGY,"Egypt",USA,"United States of America",5
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",USA,"United States of America",449
2014,SYR,"Syrian Arab Rep.",IRQ,"Iraq",FRA,"France",1
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",GBR,"United Kingdom of Great Britain and Northern Ireland",67
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",USA,"United States of America",88
2014,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",CAN,"Canada",4
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",FRA,"France",194
2014,IRQ,"Iraq",KWT,"Kuwait",USA,"United States of America",90
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",NLD,"Netherlands",43
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",CAN,"Canada",154
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",FIN,"Finland",204
2014,SYR,"Syrian Arab Rep.",EGY,"Egypt",USA,"United States of America",19
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",NOR,"Norway",334
2014,IRQ,"Iraq",JOR,"Jordan",GBR,"United Kingdom of Great Britain and Northern Ireland",6
2014,SYR,"Syrian Arab Rep.",KWT,"Kuwait",USA,"United States of America",6
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",CAN,"Canada",765
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NOR,"Norway",299
2014,SYR,"Syrian Arab Rep.",IRQ,"Iraq",AUS,"Australia",24
2014,IRQ,"Iraq",LBN,"Lebanon",CAN,"Canada",307
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",SWE,"Sweden",6
2014,IRQ,"Iraq",JOR,"Jordan",NLD,"Netherlands",2
2014,IRQ,"Iraq",ARE,"United Arab Emirates",NLD,"Netherlands",1
2014,IRQ,"Iraq",LBY,"Libya",CAN,"Canada",7
2014,SYR,"Syrian Arab Rep.",EGY,"Egypt",GBR,"United Kingdom of Great Britain and Northern Ireland",13
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NLD,"Netherlands",128
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",HUN,"Hungary",4
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",SWE,"Sweden",108
2014,IRQ,"Iraq",MAR,"Morocco",USA,"United States of America",1
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",LIE,"Liechtenstein",5
2014,IRQ,"Iraq",ARE,"United Arab Emirates",CAN,"Canada",25
2014,IRQ,"Iraq",BHR,"Bahrain",USA,"United States of America",42
2014,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",AUS,"Australia",2
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",AUS,"Australia",273
2014,IRQ,"Iraq",LBN,"Lebanon",NLD,"Netherlands",3
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",URY,"Uruguay",42
2014,SYR,"Syrian Arab Rep.",IRQ,"Iraq",SWE,"Sweden",6
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",IRL,"Ireland",23
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",LUX,"Luxembourg",28
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",DEU,"Germany",3181
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",DEU,"Germany",121
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",AUT,"Austria",243
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",FRA,"France",44
2014,IRQ,"Iraq",ARE,"United Arab Emirates",USA,"United States of America",163
2014,SYR,"Syrian Arab Rep.",EGY,"Egypt",SWE,"Sweden",143
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",USA,"United States of America",83
2014,IRQ,"Iraq",LBN,"Lebanon",AUS,"Australia",78
2014,IRQ,"Iraq",JOR,"Jordan",CAN,"Canada",192
2014,IRQ,"Iraq",KWT,"Kuwait",CAN,"Canada",8
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",AUS,"Australia",368
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",IRL,"Ireland",67
2014,IRQ,"Iraq",LBN,"Lebanon",GBR,"United Kingdom of Great Britain and Northern Ireland",2
2014,IRQ,"Iraq",SYR,"Syrian Arab Rep.",NZL,"New Zealand",4
2014,IRQ,"Iraq",ARE,"United Arab Emirates",SWE,"Sweden",1
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",FIN,"Finland",232
2014,IRQ,"Iraq",LBN,"Lebanon",USA,"United States of America",898
2014,SYR,"Syrian Arab Rep.",LBN,"Lebanon",CHE,"Switzerland",114
2014,IRQ,"Iraq",LBN,"Lebanon",FRA,"France",2
2014,SYR,"Syrian Arab Rep.",JOR,"Jordan",NLD,"Netherlands",96
2015,SYR,"Syrian Arab Rep.",EGY,"Egypt",FIN,"Finland",133
2015,IRQ,"Iraq",SYR,"Syrian Arab Rep.",NZL,"New Zealand",27
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",FIN,"Finland",239
2015,IRQ,"Iraq",LBN,"Lebanon",USA,"United States of America",198
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",CHE,"Switzerland",525
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",NLD,"Netherlands",15
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NZL,"New Zealand",6
2015,SYR,"Syrian Arab Rep.",IRQ,"Iraq",DNK,"Denmark",6
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",BEL,"Belgium",4
2015,SYR,"Syrian Arab Rep.",MRT,"Mauritania",DNK,"Denmark",6
2015,IRQ,"Iraq",JOR,"Jordan",AUS,"Australia",218
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",GBR,"United Kingdom of Great Britain and Northern Ireland",760
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",CAN,"Canada",1995
2015,IRQ,"Iraq",QAT,"Qatar",USA,"United States of America",20
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",SWE,"Sweden",173
2015,SYR,"Syrian Arab Rep.",ARE,"United Arab Emirates",SWE,"Sweden",7
2015,IRQ,"Iraq",JOR,"Jordan",NZL,"New Zealand",10
2015,IRQ,"Iraq",EGY,"Egypt",DEU,"Germany",26
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",AUT,"Austria",325
2015,IRQ,"Iraq",EGY,"Egypt",NZL,"New Zealand",5
2015,IRQ,"Iraq",JOR,"Jordan",NOR,"Norway",4
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",AUS,"Australia",77
2015,IRQ,"Iraq",JOR,"Jordan",USA,"United States of America",790
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",ESP,"Spain",92
2015,IRQ,"Iraq",SYR,"Syrian Arab Rep.",CHE,"Switzerland",89
2015,SYR,"Syrian Arab Rep.",EGY,"Egypt",FRA,"France",25
2015,SYR,"Syrian Arab Rep.",EGY,"Egypt",NZL,"New Zealand",58
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",DNK,"Denmark",125
2015,IRQ,"Iraq",EGY,"Egypt",USA,"United States of America",101
2015,IRQ,"Iraq",SYR,"Syrian Arab Rep.",USA,"United States of America",41
2015,IRQ,"Iraq",LBN,"Lebanon",IRL,"Ireland",31
2015,SYR,"Syrian Arab Rep.",IRQ,"Iraq",FRA,"France",7
2015,SYR,"Syrian Arab Rep.",PSE,"State of Palestine",SWE,"Sweden",24
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",GBR,"United Kingdom of Great Britain and Northern Ireland",245
2015,SYR,"Syrian Arab Rep.",EGY,"Egypt",PRT,"Portugal",27
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",BEL,"Belgium",141
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",USA,"United States of America",123
2015,SYR,"Syrian Arab Rep.",IRQ,"Iraq",GBR,"United Kingdom of Great Britain and Northern Ireland",113
2015,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",CAN,"Canada",12
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",FRA,"France",201
2015,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",SWE,"Sweden",1
2015,IRQ,"Iraq",KWT,"Kuwait",USA,"United States of America",75
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",NOR,"Norway",200
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",CAN,"Canada",985
2015,SYR,"Syrian Arab Rep.",EGY,"Egypt",DEU,"Germany",296
2015,SYR,"Syrian Arab Rep.",EGY,"Egypt",USA,"United States of America",293
2015,IRQ,"Iraq",JOR,"Jordan",GBR,"United Kingdom of Great Britain and Northern Ireland",4
2015,IRQ,"Iraq",LBN,"Lebanon",FIN,"Finland",7
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",CHE,"Switzerland",23
2015,IRQ,"Iraq",SYR,"Syrian Arab Rep.",CAN,"Canada",650
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NOR,"Norway",1094
2015,SYR,"Syrian Arab Rep.",IRQ,"Iraq",AUS,"Australia",5
2015,IRQ,"Iraq",LBN,"Lebanon",CAN,"Canada",189
2015,IRQ,"Iraq",SYR,"Syrian Arab Rep.",SWE,"Sweden",36
2015,IRQ,"Iraq",JOR,"Jordan",DNK,"Denmark",1
2015,IRQ,"Iraq",LBN,"Lebanon",SWE,"Sweden",3
2015,SYR,"Syrian Arab Rep.",ARE,"United Arab Emirates",NOR,"Norway",3
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",ITA,"Italy",96
2015,SYR,"Syrian Arab Rep.",SAU,"Saudi Arabia",DNK,"Denmark",6
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NLD,"Netherlands",209
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",SWE,"Sweden",66
2015,IRQ,"Iraq",ARE,"United Arab Emirates",CAN,"Canada",38
2015,IRQ,"Iraq",LBN,"Lebanon",NZL,"New Zealand",2
2015,IRQ,"Iraq",BHR,"Bahrain",USA,"United States of America",44
2015,IRQ,"Iraq",LBN,"Lebanon",NLD,"Netherlands",3
2015,SYR,"Syrian Arab Rep.",IRQ,"Iraq",SWE,"Sweden",196
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",NZL,"New Zealand",3
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",AUS,"Australia",69
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",IRL,"Ireland",132
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",DEU,"Germany",1330
2015,IRQ,"Iraq",SYR,"Syrian Arab Rep.",DEU,"Germany",29
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",AUT,"Austria",256
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",FRA,"France",354
2015,IRQ,"Iraq",ARE,"United Arab Emirates",USA,"United States of America",48
2015,IRQ,"Iraq",OMN,"Oman",USA,"United States of America",23
2015,SYR,"Syrian Arab Rep.",EGY,"Egypt",SWE,"Sweden",57
2015,SYR,"Syrian Arab Rep.",LBN,"Lebanon",BLR,"Belarus",14
2015,IRQ,"Iraq",SYR,"Syrian Arab Rep.",AUS,"Australia",131
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",USA,"United States of America",1433
2015,IRQ,"Iraq",LBN,"Lebanon",AUS,"Australia",59
2015,SYR,"Syrian Arab Rep.",IRQ,"Iraq",NLD,"Netherlands",2
2015,IRQ,"Iraq",JOR,"Jordan",CAN,"Canada",403
2015,IRQ,"Iraq",KWT,"Kuwait",CAN,"Canada",28
2015,IRQ,"Iraq",JOR,"Jordan",SWE,"Sweden",6
2015,SYR,"Syrian Arab Rep.",JOR,"Jordan",IRL,"Ireland",13
2016,IRQ,"Iraq",SYR,"Syrian Arab Rep.",AUS,"Australia",44
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",USA,"United States of America",10725
2016,IRQ,"Iraq",LBN,"Lebanon",AUS,"Australia",287
2016,SYR,"Syrian Arab Rep.",IRQ,"Iraq",NLD,"Netherlands",1
2016,IRQ,"Iraq",JOR,"Jordan",CAN,"Canada",89
2016,IRQ,"Iraq",KWT,"Kuwait",CAN,"Canada",25
2016,SYR,"Syrian Arab Rep.",ARE,"United Arab Emirates",USA,"United States of America",7
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",NLD,"Netherlands",1
2016,IRQ,"Iraq",LBN,"Lebanon",FRA,"France",5
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",DNK,"Denmark",6
2016,IRQ,"Iraq",LBN,"Lebanon",USA,"United States of America",424
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",FIN,"Finland",8
2016,IRQ,"Iraq",SYR,"Syrian Arab Rep.",NZL,"New Zealand",19
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",FIN,"Finland",402
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",USA,"United States of America",1193
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",CHE,"Switzerland",573
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",CAN,"Canada",979
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",NLD,"Netherlands",5
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NZL,"New Zealand",379
2016,SYR,"Syrian Arab Rep.",IRQ,"Iraq",DNK,"Denmark",8
2016,SYR,"Syrian Arab Rep.",ARE,"United Arab Emirates",CAN,"Canada",2
2016,IRQ,"Iraq",LBN,"Lebanon",CZE,"Czechia",22
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",MCO,"Monaco",6
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",BEL,"Belgium",24
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",ITA,"Italy",7
2016,IRQ,"Iraq",JOR,"Jordan",AUS,"Australia",368
2016,SYR,"Syrian Arab Rep.",IRQ,"Iraq",USA,"United States of America",148
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",GBR,"United Kingdom of Great Britain and Northern Ireland",2493
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",CAN,"Canada",5571
2016,SYR,"Syrian Arab Rep.",LBY,"Libya",NLD,"Netherlands",4
2016,IRQ,"Iraq",QAT,"Qatar",USA,"United States of America",6
2016,IRQ,"Iraq",KWT,"Kuwait",DNK,"Denmark",2
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",SWE,"Sweden",166
2016,SYR,"Syrian Arab Rep.",ARE,"United Arab Emirates",SWE,"Sweden",3
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",AUT,"Austria",74
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",AUS,"Australia",672
2016,IRQ,"Iraq",JOR,"Jordan",USA,"United States of America",740
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",ISL,"Iceland",56
2016,IRQ,"Iraq",SYR,"Syrian Arab Rep.",CHE,"Switzerland",90
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",NOR,"Norway",17
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",FRA,"France",12
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",CAN,"Canada",8014
2016,IRQ,"Iraq",LBN,"Lebanon",IRL,"Ireland",15
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",DNK,"Denmark",220
2016,IRQ,"Iraq",EGY,"Egypt",USA,"United States of America",104
2016,IRQ,"Iraq",SYR,"Syrian Arab Rep.",USA,"United States of America",14
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",GBR,"United Kingdom of Great Britain and Northern Ireland",554
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",BEL,"Belgium",298
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",USA,"United States of America",479
2016,IRQ,"Iraq",JOR,"Jordan",ITA,"Italy",6
2016,SYR,"Syrian Arab Rep.",IRQ,"Iraq",GBR,"United Kingdom of Great Britain and Northern Ireland",246
2016,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",CAN,"Canada",1
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",FIN,"Finland",7
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",FRA,"France",481
2016,IRQ,"Iraq",KWT,"Kuwait",USA,"United States of America",14
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",AUS,"Australia",18
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",ESP,"Spain",231
2016,IRQ,"Iraq",JOR,"Jordan",GBR,"United Kingdom of Great Britain and Northern Ireland",7
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",GBR,"United Kingdom of Great Britain and Northern Ireland",276
2016,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",AUS,"Australia",1
2016,IRQ,"Iraq",SYR,"Syrian Arab Rep.",CAN,"Canada",24
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NOR,"Norway",2565
2016,IRQ,"Iraq",LBN,"Lebanon",CAN,"Canada",196
2016,IRQ,"Iraq",SYR,"Syrian Arab Rep.",SWE,"Sweden",97
2016,IRQ,"Iraq",LBN,"Lebanon",SWE,"Sweden",2
2016,SYR,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",CHE,"Switzerland",1
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",ITA,"Italy",385
2016,SYR,"Syrian Arab Rep.",SAU,"Saudi Arabia",DNK,"Denmark",6
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",NLD,"Netherlands",116
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",SWE,"Sweden",55
2016,IRQ,"Iraq",LBN,"Lebanon",NZL,"New Zealand",4
2016,IRQ,"Iraq",BHR,"Bahrain",USA,"United States of America",13
2016,IRQ,"Iraq",EGY,"Egypt",CAN,"Canada",1
2016,IRQ,"Iraq",LBN,"Lebanon",NLD,"Netherlands",13
2016,SYR,"Syrian Arab Rep.",IRQ,"Iraq",SWE,"Sweden",92
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",NZL,"New Zealand",2
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",AUS,"Australia",850
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",IRL,"Ireland",341
2016,SYR,"Syrian Arab Rep.",LBN,"Lebanon",DEU,"Germany",150
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",FRA,"France",305
2016,IRQ,"Iraq",SYR,"Syrian Arab Rep.",GBR,"United Kingdom of Great Britain and Northern Ireland",135
2016,SYR,"Syrian Arab Rep.",JOR,"Jordan",AUT,"Austria",6
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",DNK,"Denmark",5
2016,IRQ,"Iraq",ARE,"United Arab Emirates",USA,"United States of America",54
2016,SYR,"Syrian Arab Rep.",SAU,"Saudi Arabia",NLD,"Netherlands",1
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",BEL,"Belgium",24
2016,IRQ,"Iraq",OMN,"Oman",USA,"United States of America",18
2016,SYR,"Syrian Arab Rep.",EGY,"Egypt",SWE,"Sweden",58
2016,IRQ,"Iraq",LBN,"Lebanon",GBR,"United Kingdom of Great Britain and Northern Ireland",8
2017,SYR,"Syrian Arab Rep.",JOR,"Jordan",FRA,"France",341
2017,IRQ,"Iraq",SYR,"Syrian Arab Rep.",GBR,"United Kingdom of Great Britain and Northern Ireland",41
2017,IRQ,"Iraq",LBN,"Lebanon",MCO,"Monaco",23
2017,SYR,"Syrian Arab Rep.",JOR,"Jordan",AUT,"Austria",165
2017,SYR,"Syrian Arab Rep.",MAR,"Morocco",USA,"United States of America",5
2017,IRQ,"Iraq",ARE,"United Arab Emirates",USA,"United States of America",61
2017,IRQ,"Iraq",JOR,"Jordan",SWE,"Sweden",2
2017,IRQ,"Iraq",EGY,"Egypt",NOR,"Norway",3
2017,IRQ,"Iraq",OMN,"Oman",USA,"United States of America",8
2017,SYR,"Syrian Arab Rep.",EGY,"Egypt",SWE,"Sweden",24
2017,IRQ,"Iraq",LBN,"Lebanon",GBR,"United Kingdom of Great Britain and Northern Ireland",92
2017,IRQ,"Iraq",KWT,"Kuwait",CAN,"Canada",24
2017,IRQ,"Iraq",SYR,"Syrian Arab Rep.",AUS,"Australia",20
2017,SYR,"Syrian Arab Rep.",LBN,"Lebanon",LUX,"Luxembourg",25
2017,SYR,"Syrian Arab Rep.",JOR,"Jordan",USA,"United States of America",1225
2017,IRQ,"Iraq",LBN,"Lebanon",AUS,"Australia",12
2017,SYR,"Syrian Arab Rep.",IRQ,"Iraq",NLD,"Netherlands",1
